X1 X2 X3 X4 X5 X6 X7 X8 X9 X10 X11 X12 X13 X14 X15 X16 X17 X18 X19 X20
1 1.33501449185257 -1.03096133450731 -0.548072338089478 1.3360742726189 -3.62543744815987 0.122685193065021 0.66186293467952 -1.58507146881561 -0.0859869841778368 1.02560215635315 -2.20409450059397 -1.43356398745383 0.550821540108516 -2.71810900550286 -1.39578508431376 -5.24718286015062 -8.07448443958941 -1.99502021192458 -4.60547534094638 -3.26467990392708
2 2.73296411724183 1.57601982336805 -0.387677590197899 2.31181569825294 1.5040188421092 -0.0382245953441121 -2.60358911552453 1.10902774766851 1.96040573484938 2.24450681932975 2.33570741418216 0.739109423354929 3.07341443638721 3.24028061217752 1.90891370469618 5.56030416248499 9.81972644449274 3.50672958446685 4.6636561733695 1.97598234873336
3 -0.419391045045724 0.530728997125934 -0.00564206252933194 0.357723654419226 0.205432208982805 -1.15478661515585 1.07091980786838 -0.589782958381002 2.14863581374223 1.94237358046313 2.47361057532444 -0.889922849108822 -0.295432209754496 2.43676075485983 1.04871247909312 2.05762520555674 4.1310395396253 -0.494751699124497 5.53845875550117 0.713194724380629
4 -0.883345746420458 1.0293072886814 0.139632452650885 0.231394728710383 1.23307766773199 -0.220672591721217 -0.886767422247766 0.968666190268124 -0.108190508332134 -0.463822694334288 -0.00716687899917152 -1.07615276555963 0.693418609615411 0.646203364628205 1.36992510410991 1.24422834332778 1.66668228004259 1.81857757541294 -2.19984907446355 1.1349060221202
5 -0.380997584873599 -0.185743538241513 0.690732170969718 -0.264556926428769 -1.04829787984729 2.03465264930953 -1.24760754981982 2.34271738772338 -2.53591081793218 1.68654354022543 1.97928444453981 1.30017641022074 3.74320450354828 -0.837640384578644 1.20938419169787 3.34543945743332 4.86380577069185 -0.698720103179726 3.26672626647673 -0.715661820741926
6 2.29774601779803 -0.191643998613711 0.259335709192391 1.6949486460596 0.694891081692925 -2.25822333333272 -0.897996554156599 -4.20162194809805 -0.639972547939014 2.87713500895445 3.39864018727221 0.97447089744101 0.221707459897513 4.22292055981905 -1.34141981363201 4.16117146704052 1.86837645527478 0.467551122513441 3.30011635226079 -1.8509662249566
7 0.444692571133614 -1.9767378389467 0.935761020175419 -1.63963797585873 0.877073312731792 -0.159742306478472 2.32123271033203 -2.26008523193613 -0.111184736079872 -0.148746228260482 -0.568831238389516 -0.899657751572033 -6.04549551589601 0.348661480515736 -0.0563550091392535 -0.0778892050568137 -2.86729224364519 -0.3463730225112 0.360214611694167 -1.22887073979765
8 0.227734952086571 -1.10629705459771 0.326045327517095 -2.49679310995322 -0.725323239998046 -0.052977968724327 0.60637535311087 0.744109335394936 1.11726853412483 1.07271554179119 -0.515578145906596 0.720736583334615 -2.49189320509624 1.92504314080952 -0.786883926977669 -0.307392617655436 2.21448371416084 -0.331146821011704 -2.02361844195944 0.538265715724501
9 1.66520537384548 -1.13689026125057 0.277955881847656 -0.907951524810312 -1.71723420767795 -0.680350383911898 0.694039319652038 -1.77758557527958 0.897970164826595 0.902261449242584 0.85571451378754 -1.32184914830139 -1.30268877619003 -0.108427053829773 -1.49283917361815 0.897948802813555 0.108079801893136 -0.533410602980972 2.31392564237524 -1.60888627809505
10 -0.748085006075204 0.37030979844158 0.517672969057213 0.883862690007524 -1.17839424763546 0.0606504616291456 0.383817919044895 1.53844380210872 -1.9197632421071 -0.820442149598543 0.204026172403939 -0.161125062852082 0.781221612293579 -0.442313323328024 0.500857164798665 -3.09995655150676 -1.23301821689137 -0.134250954666296 -2.68630123140073 0.0307000128005899
11 -0.491893516517213 -0.824605132006485 1.07993472538995 -0.0651535189608359 -1.08314218050735 -0.25914434773128 -0.530275289543237 0.349622204995576 -1.14218787517768 0.108959137379202 -0.536085374668311 0.0768818702207365 0.885011485025516 -0.229159367611419 -1.67749591610682 -1.29453639430244 -1.91613424865303 -0.896601768579019 -1.78819542943404 -0.804525380564495
12 2.64307788515983 -0.476143380926738 -0.676361288393452 0.194171273264407 0.619773979108075 -0.470788569439179 1.04512378357805 -1.49413299672294 -0.875737298619723 2.73601709573354 2.46033804821173 -1.09032087627816 -2.64167721691221 3.97793943772297 3.87240540034803 6.05918565436202 5.27548958758988 4.22507769456847 7.17030831467214 -2.73516764653216
13 0.693867641811701 -2.06986648911403 0.948210008517959 -0.297920419221493 -1.07876230285121 0.166395807874043 1.47757118970183 -2.29985612441729 0.0625131288649387 -0.14226291853188 -1.72615098101728 0.689468189161566 -4.37206187585741 -0.59298259252514 2.14000009165067 -2.01953269892734 -3.82205914528001 -0.534146928538361 -2.61824401101672 -2.64446965563477
14 0.212334217975998 -1.07441488441722 -0.839741545249836 -2.05049578443302 -0.532686541838325 -0.911115757071074 -1.22139673319207 -2.01216110049737 1.31000305098828 -0.235063983660595 -0.291587521756998 0.874601134938881 -2.54314523267278 -0.68015368768533 -2.22882495311731 0.222277683898633 -4.54672947752157 -0.717130231054181 -3.11727127447014 0.173231696926121
15 0.179081418832216 0.462402250278738 0.411403023707853 0.288787440660499 0.449041251342319 0.0450650562631815 -0.312594596097832 -0.668145044186669 -0.428203729909055 -0.641091835624814 -0.906624858706817 0.418485535582096 0.643845301624996 0.559874813284581 0.153001768805433 -0.703361006639636 1.67833304114063 -0.170439646389486 -2.6778231565202 -0.634638285404117
16 1.38652303619562 0.656464735066228 0.669165888393605 1.98778302126563 0.683148341208335 -0.018864801703399 -1.03174392722304 1.7014584633336 -0.733897547059133 -0.544707062024502 -0.786078429624113 -1.7744574428914 2.31071575868757 1.54524280236956 -0.423973925835109 1.1632544499732 5.68906113398143 0.121655533358485 2.64133690022237 0.961232806900045
