X1 X2 X3 X4 X5 X6 X7 X8 X9 X10 X11 X12 X13 X14 X15 X16 X17 X18 X19 X20
1 0.0278826957305035 -0.170761650749923 -1.57652904474106 NA 1.27464970737904 1.73041768911553 0.969400256676127 NA 2.21367515080695 0.249906382504123 0.777160530664742 -2.95251081685578 2.39379120937822 NA 1.02628295309422 2.96137035988307 4.59184326714956 NA 5.63889572883796 3.40270112309416
2 1.41370876050093 -0.918628524770757 0.355080471713326 -0.88190857072461 NA 0.773851170030486 0.0273693649328489 1.63192568152099 -0.47483274863024 1.11309067306053 -0.749560384166308 -1.19342662081678 0.913182307372553 1.49418504482969 0.390149836412998 1.94761683984444 2.26904859789993 NA 1.11301932469354 0.992518380525302
3 1.98273059377486 -0.326390474909575 -0.708818889226981 NA 0.473893876612999 0.980887601917728 -0.613596431355607 1.31524169574559 3.63480100841826 1.80573899926087 0.549784701524398 -0.302565951960329 3.46437695656882 NA 1.34171570664702 3.19798604618588 5.09726934176286 NA 3.79428059051119 0.59117141929476
4 0.645751094545403 0.586677051746158 2.24772542253617 NA -0.973982509143651 0.717659744453294 -0.859505163637601 1.98760133530252 -1.85083236268518 0.400226915759354 0.905371159620372 0.814485731929536 3.18322946910981 NA 0.403143224372616 0.337256447277418 1.73604505319309 NA 2.77543818414072 1.25982960957956
5 -0.255280301777392 -0.37841243506352 0.37748157503081 -0.297665718414244 -0.835722498283712 -0.425396570901637 0.887806519055406 -0.0718763351016508 0.86778904293114 -0.271842566428304 NA NA -1.0895877287355 NA -0.624057321950558 -0.98101254822738 NA -2.46530606973659 -1.42405547698643 0.706252792596712
6 -0.103855374134174 NA -0.423339870051162 -0.535627586280882 NA -0.572023020343408 -2.35536679125415 NA -0.0305965819349602 -0.575557917169519 NA NA -3.40794232749021 2.57942575613031 -1.52075221719877 0.977448744910706 NA 2.11523853119122 -2.10626269727032 -2.65971747447726
7 1.13544262918646 -0.942137923149382 -0.562183053898945 NA 1.94888292830974 -0.393854043217648 0.123095276414082 -2.83020177809124 1.31969040041313 1.5885065477655 2.88553672267795 NA -1.04088439700101 NA 0.42982466646265 4.51696418826031 2.10896443711263 1.56928974471235 5.70862156600935 -0.435173123758943
8 0.572491749805835 1.24307026970311 -0.121345085850775 NA 0.571745164715746 -0.0264358022877901 -1.50517763320239 2.64090059999678 -0.0552813333654426 -0.0705272754230332 0.955339291176743 -1.20813181054314 4.0799791814798 1.44104729663069 0.336122678890155 2.09524306808094 5.56612338547801 NA 2.45656961538572 2.96739959496822
9 NA NA 0.435927953551898 -1.35930595784334 -1.0197040309709 -2.0352327378729 0.39853812764359 -1.82042660031648 0.317340687286437 -0.39171728823569 NA NA -2.54217319566326 NA -3.61668831876983 -1.76239362809895 NA 0.205087389836202 -4.23893774004824 -3.12679853336225
10 NA NA 1.44920305403653 -0.868688427477647 NA -1.73211813080949 -1.86513092787335 NA -0.285895521013347 0.397313511562232 NA NA -2.29855487856293 NA -1.7686362309499 -4.31827799335713 NA -0.529217767279407 -7.58316936224578 -2.82509879116347
