y1 y2 y3 y4
1 4.23188397264884 11.6056890243473 -10.1579478040764 -11.3588882678143
2 -8.96470831520446 7.34716965740867 -11.8003789417169 -11.025949761899
3 -11.3882505464659 15.7206702332801 -8.81519721097399 6.83652085288801
4 -9.70745485553355 13.1380814706352 9.58086627427403 -9.82681818383315
5 -9.26549742773763 9.5200392602068 6.15691629657704 6.15391304936818
6 -1.97632184842355 5.25153413806615 -12.1975140117447 11.6552495850007
7 -10.351743390841 -2.45791002815082 -8.56138603473095 5.47923456645044
8 -8.79214475968114 4.3249328472681 -13.6906162608894 0.217512724581504
9 -8.13438657277751 12.3993249316421 8.73481773569355 7.30535060750766
10 -12.8266357620422 11.6137882218643 -9.98813924056423 9.22717383244174
11 -10.5090927964958 0.656582668609757 -10.8554008350999 3.62704577985341
12 12.2497573257548 2.86992193435317 -9.737873899113 11.4379700349724
13 3.23466111728352 2.47115110316977 -12.8395767346342 -10.2401679201679
14 -10.1990846175601 5.73667700137081 8.18589791312412 11.9646228247858
15 -1.65250394040667 0.624022048946399 -6.89400056341916 3.53224203859109
16 -9.2052152279831 7.32009987912593 -10.1270879111607 10.0764152402564
17 3.92785679107776 8.58660357075663 10.0580182624408 1.19304599546718
18 4.54031206526401 3.70662452998882 -9.15366755070018 9.96188634981713
19 -10.5838676268323 6.09852515315734 -7.4200344765883 8.55483784961786
20 -11.0795203095644 4.82416471631846 2.43818495116737 9.02410301561569
21 -12.0043537035014 -11.0201299007992 -8.32690199125214 10.2679882058747
22 4.65796766568144 8.32166579526228 -12.6024874938536 7.37684103255961
23 -11.3419403355299 9.88238149565905 16.3756697943869 -12.0038372004051
24 -4.8165138123668 10.5227659525758 -8.0215450096535 -11.7955310623779
25 -12.6044177245648 9.41119616507108 -6.80712974552307 6.82390216609843
26 -10.5899701156651 7.21976006080812 -9.79288640651301 15.2715064931565
27 -10.1058825644936 -1.72618047099695 -11.2066940960769 -6.34283912341193
28 -10.4038666707383 -8.25858225236314 -9.47494055598106 9.17793802860514
29 -8.4169059414842 5.10184328378304 19.5331747601804 4.23791813438086
30 3.38961227020467 3.49947348837103 9.82365678124168 12.4923451774868
31 -12.3596631132557 12.1327572866631 -8.58854095872653 -14.3513844157177
32 2.76519422872774 12.1852843045672 4.8516769331632 10.581158957175
33 -11.9740635318697 10.5205910705308 -10.8104508904402 -12.6555628645806
34 -7.22685209117583 9.90571385599123 -11.2176101386735 5.36489681547808
35 18.8490202237931 8.0642288023021 3.2792322139951 6.63473546264055
36 2.60507172418433 7.0959745364478 8.54626549572185 6.77321023020054
37 15.7994582917727 8.44592145962085 -11.6284389509234 2.90229117629363
38 -12.8080864654845 4.302933778482 -1.00816109123372 1.13543130987182
39 -8.06022324664353 11.112630276238 -8.44961614395204 7.12124684495684
40 -11.832314306993 8.61417085933005 8.52994401125484 -11.266879248674
41 7.85181567440294 2.10694384690927 9.7058761399414 2.59180726536495
42 2.20967473818382 11.4396333273774 3.75343400512757 4.0147293719174
43 4.22909357860554 3.52536003846733 -6.52816776836632 -1.30818875844265
44 -8.47329041085427 12.7539225398738 -10.8072361277255 10.3612170254958
45 -12.1441634856327 9.7325479463142 -10.1963548729737 8.98394114616864
46 -9.04380433708585 13.8470611877554 -9.93647145207107 13.7370633909648
47 3.18160490226497 2.81447671530264 10.7487667398171 -7.76846310439146
48 3.19856940599223 5.12081901830286 -12.7937278491906 7.54573406257709
49 10.0133135304325 10.4725069446194 -11.0808382117996 12.5609646532827
50 14.3381525401908 2.00236735813335 12.5332940923456 4.43724863752945
51 -8.20501465713328 9.33040111550758 8.94189804944835 -9.72051142399085
52 7.80833265884685 4.02855421119521 -7.80706583056598 12.6311866974741
